Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
466,466,466,466,466,2017-06-06 16:43:00,38,19,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区田园大道,距金航工业园 约278米,距四大队 约697米",114.09504,30.628626,244.70653602728103,19
467,467,467,467,467,2017-06-06 16:43:00,42,19,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区新城十八路,距中国一汽 约159米,距四大队 约321米",114.0892,30.629301,563.7992276168677,19
468,468,468,468,468,2017-06-06 16:44:00,0,19,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区新城十九路,距幸福新城兴达小区 约216米,距幸福小学 约278米",114.08465,30.629799,438.8565482789789,19
469,469,469,469,469,2017-06-06 16:45:00,32,19,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区新城十九路,距幸福小学 约128米,距幸福新城兴达小区 约262米",114.08398400000002,30.62853,154.82826220479936,19
470,470,470,470,470,2017-06-06 16:46:00,11,19,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区东西湖大道5319号,距万达汽修汽配 约44米,距三大队 约165米",114.08411,30.626156,264.2522920019658,19
471,471,471,471,471,2017-06-06 16:47:00,37,20,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区革新大道,距三大队 约398米,距建新村144附15号楼 约309米",114.08438999999998,30.621967,466.5661028809209,20
472,472,472,472,472,2017-06-06 16:47:00,48,20,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区革新大道,距北方重型汽车修理修配厂 约112米,距胖子大型修理厂 约378米",114.08102,30.62176,323.2912628463715,20
473,473,473,473,473,2017-06-06 16:48:00,16,20,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区革新大道,距园林大队 约343米,距北方重型汽车修理修配厂 约276米",114.07735,30.622206,354.66146684422097,20
474,474,474,474,474,2017-06-06 16:49:00,0,20,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区革新大道,距园林大队 约289米,距北方重型汽车修理修配厂 约334米",114.07673,30.62228,59.894657458865474,20
475,475,475,475,475,2017-06-06 16:50:00,39,20,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区园林路,距园林大队 约191米,距伟福科技工业公司 约617米",114.07272,30.622772,387.589385418772,20
476,476,476,476,476,2017-06-06 16:51:00,41,20,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区高桥五路,距伟福科技工业公司 约401米,距园林大队 约555米",114.06852,30.623575,411.68653339150984,20
477,477,477,477,477,2017-06-06 16:57:00,64,22,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区革新大道,距建国村 约526米,距走马岭工业园 约601米",114.04907,30.633259,2150.097047879304,22
478,478,478,478,478,2017-06-06 16:58:00,73,22,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区惠安大道,距朱家里台 约368米,距吴家山火车站 约426米",114.0478,30.62484000000001,944.0050328777206,22
479,479,479,479,479,2017-06-06 16:59:00,67,22,"ACC开,3D定位,天线正常",湖北省武汉市蔡甸区,114.04654,30.616474,938.038921248302,22
480,480,480,480,480,2017-06-06 16:59:00,75,23,"ACC开,3D定位,天线正常","湖北省武汉市东西湖区,距吕家塆 约155米,距渡口村 约760米",114.04637,30.607887,954.9707692624044,23
481,481,481,481,481,2017-06-06 17:00:00,68,23,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区慈惠街,距打网台 约290米,距刘家台 约458米",114.04682,30.59892,998.0160236554054,23
482,482,482,482,482,2017-06-06 17:01:00,72,23,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区工农路,距汉江壹号 约194米,距鑫江花园 约271米",114.04726399999998,30.590275,962.220441150161,23
483,483,483,483,483,2017-06-06 17:02:00,76,24,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区汉阳大街151-附10,距蔡甸区自来水公司 约58米,距哈乐幼儿园 约45米",114.04768,30.581526,973.6604438079993,24
484,484,484,484,484,2017-06-06 17:03:00,69,24,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区茂兴路,距武汉市蔡甸区幼儿园 约25米,距康裕汽车服务 约75米",114.0472,30.57278,973.5972207627161,24
485,485,485,485,485,2017-06-06 17:03:00,63,24,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距黄师山北35号楼 约180米,距山北 约332米",114.04545,30.565235,855.5333521968074,24
486,486,486,486,486,2017-06-06 17:04:00,75,25,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距篼城墩 约474米,距山南 约522米",114.04326,30.557005,938.8518398969801,25
487,487,487,487,487,2017-06-06 17:05:00,73,25,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距国利村 约44米,距姚家湾 约369米",114.042274,30.547977000000003,1008.2995059097283,25
488,488,488,488,488,2017-06-06 17:06:00,45,25,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距长江大学武汉校区 约584米,距王家台 约564米",114.04153,30.539625,931.4304592343243,25
489,489,489,489,489,2017-06-06 17:10:00,0,25,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距长江大学武汉校区 约456米,距冯家咀 约466米",114.040886,30.538328000000003,156.8546146281789,25
490,490,490,490,490,2017-06-06 17:13:00,0,25,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距长江大学武汉校区 约456米,距冯家咀 约466米",114.040886,30.538328000000003,0.0,25
491,491,491,491,491,2017-06-06 17:14:00,0,25,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距长江大学武汉校区 约456米,距冯家咀 约466米",114.040886,30.538328000000003,0.0,25
492,492,492,492,492,2017-06-06 17:15:00,41,25,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区伯牙路,距冯家咀 约339米,距长江大学武汉校区 约446米",114.04119,30.535940000000004,267.1252546422784,25
493,493,493,493,493,2017-06-06 17:16:00,71,26,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距冯家咀 约775米",114.039734,30.52831,859.8027155504058,26
494,494,494,494,494,2017-06-06 17:16:00,75,26,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距小湾 约577米,距大湾 约669米",114.037544,30.5198,969.242241440699,26
495,495,495,495,495,2017-06-06 17:17:00,73,26,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距梅湾 约163米,距大湾 约510米",114.03811,30.511005,979.4625971820734,26
496,496,496,496,496,2017-06-06 17:18:00,73,27,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距小金塆 约396米,距姜湾 约499米",114.04089,30.502811,949.2597516811634,27
497,497,497,497,497,2017-06-06 17:19:00,65,27,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区大奓路,距尉武村 约141米,距华塆 约209米",114.04403,30.494474,974.6272098063914,27
498,498,498,498,498,2017-06-06 17:20:00,73,27,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距花园湾 约355米,距小万塆 约490米",114.04627,30.486122,953.1808187793843,27
499,499,499,499,499,2017-06-06 17:20:00,69,28,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距喻湾 约210米,距周军港 约314米",114.04782,30.477434,977.4145246767827,28
500,500,500,500,500,2017-06-06 17:21:00,70,28,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区九康路,距小代湾 约337米,距五马庄 约525米",114.04982,30.469036,953.2840655580756,28
501,501,501,501,501,2017-06-06 17:22:00,76,28,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区九康路,距小东村工业园 约359米,距黄土坡 约438米",114.05315,30.461311,916.3579417548892,28
502,502,502,502,502,2017-06-06 17:23:00,69,29,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区福祥路,距郑湾 约128米,距常福工业园 约388米",114.057365,30.453396,968.4097040881404,29
503,503,503,503,503,2017-06-06 17:24:00,71,29,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区常福大道,距中国特种设备检测研究院 约149米,距贾湾 约297米",114.06152,30.44554,960.0646995312652,29
504,504,504,504,504,2017-06-06 17:24:00,75,29,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区常寿路,距张陈湾 约279米,距武汉奥泰芯诚派创新科技园 约293米",114.06589,30.43752000000001,985.2854851146544,29
505,505,505,505,505,2017-06-06 17:25:00,73,30,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区常喜路,距余家咀 约120米,距墩子咀 约530米",114.07139,30.43003,985.745554087689,30
506,506,506,506,506,2017-06-06 17:26:00,71,30,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区X056,距凉亭村 约255米,距魏湾 约450米",114.07737,30.42298,971.2321456008923,30
507,507,507,507,507,2017-06-06 17:27:00,74,30,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区X056,距幸福桥村 约78米,距罐头塆 约235米",114.08312,30.416065000000003,946.1621572447369,30
508,508,508,508,508,2017-06-06 17:28:00,72,31,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区中山湖路,距军山派出所 约141米,距武汉市蔡甸区黄陵人民法庭 约131米",114.08963,30.409405,968.5800094535393,31
509,509,509,509,509,2017-06-06 17:28:00,77,31,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区S101(黄陵大桥),距志威电器成套设备厂 约672米,距武汉市黄陵麻纺厂 约847米",114.09672,30.403067,979.2834728732573,31
510,510,510,510,510,2017-06-06 17:29:00,75,31,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距长头山 约824米",114.10373,30.396767,970.9492584927001,31
511,511,511,511,511,2017-06-06 17:30:00,74,32,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区S101,距吴湾 约200米,距长头山 约228米",114.11188500000002,30.39116,1000.2545878172107,32
512,512,512,512,512,2017-06-06 17:31:00,76,32,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区S101,距道士咀 约348米,距长山村 约466米",114.12151,30.386423,1062.905839041246,32
513,513,513,513,513,2017-06-06 17:32:00,70,32,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区S101,距龙湖社区二期 约130米,距龙湖幼儿园 约212米",114.12966000000002,30.381298,967.4332328899692,32
514,514,514,514,514,2017-06-06 17:32:00,63,33,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区S101,距龙湖社区南区 约109米,距新港湾 约221米",114.13705,30.376125,912.91914251966,33
515,515,515,515,515,2017-06-06 17:33:00,91,33,"ACC开,3D定位,天线正常","湖北省武汉市蔡甸区,距军山汽渡 约580米,距军江村 约858米",114.14663,30.369385,1185.8885902725415,33
516,516,516,516,516,2017-06-06 17:34:00,71,33,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距魏家大山 约274米,距杜家澥 约741米",114.15563,30.362942,1121.981579466919,33
517,517,517,517,517,2017-06-06 17:35:00,72,34,"ACC开,3D定位,天线正常","湖北省武汉市江夏区化肥厂路,距勤建村卫生室 约357米,距羊子山 约523米",114.162445,30.356981,931.075985406788,34
518,518,518,518,518,2017-06-06 17:36:00,75,34,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距蛇山 约304米,距小竹林 约467米",114.16919,30.35049,969.4415696702504,34
519,519,519,519,519,2017-06-06 17:36:00,71,34,"ACC开,3D定位,天线正常","湖北省武汉市江夏区凤凰台街,距三湾 约328米,距栗树岭 约521米",114.1781,30.346378,969.5679388241805,34
520,520,520,520,520,2017-06-06 17:37:00,74,35,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距甘王村 约359米,距赵银匠湾 约478米",114.1874,30.343048,966.2091628832068,35
521,521,521,521,521,2017-06-06 17:38:00,80,35,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距陈家方 约205米,距刘家 约455米",114.19761,30.341827,989.1520262481113,35
522,522,522,522,522,2017-06-06 17:39:00,82,35,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距张裁缝 约247米,距金徐家 约359米",114.20961,30.340624,1159.322605293548,35
523,523,523,523,523,2017-06-06 17:40:00,70,36,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距郑家垄 约91米,距张瓦匠湾 约406米",114.21883,30.337942,933.7209389432277,36
524,524,524,524,524,2017-06-06 17:40:00,84,36,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距李马桥 约249米,距新屋程 约673米",114.22838,30.33355,1038.511776822165,36
525,525,525,525,525,2017-06-06 17:41:00,79,36,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距洼浦湾 约267米,距涂家咀 约271米",114.237305,30.32698,1125.806522971332,36
526,526,526,526,526,2017-06-06 17:42:00,77,37,"ACC开,3D定位,天线正常",湖北省武汉市江夏区,114.24152,30.31903,972.1792569117747,37
527,527,527,527,527,2017-06-06 17:43:00,71,37,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距太平王 约642米,距茅屋岭 约864米",114.24263,30.31033,973.2472930720686,37
528,528,528,528,528,2017-06-06 17:44:00,86,37,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距太平王 约424米,距新屋咀 约467米",114.24369,30.30146,991.5359140554924,37
529,529,529,529,529,2017-06-06 17:44:00,82,38,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距花桥湖 约209米,距卢家 约338米",114.24573999999998,30.290936,1186.6530761058812,38
530,530,530,530,530,2017-06-06 17:45:00,72,38,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距路边吴 约254米,距胡鸡公 约466米",114.249344,30.28203,1049.0243589148167,38
531,531,531,531,531,2017-06-06 17:46:00,73,38,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距小屋杨 约618米,距牌坊许 约862米",114.2531,30.274029,960.0019815222834,38
532,532,532,532,532,2017-06-06 17:47:00,72,39,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距小屋杨 约421米,距烂泥田 约463米",114.25688999999998,30.265694,995.7179884778552,39
533,533,533,533,533,2017-06-06 17:48:00,82,39,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距任家村 约118米,距黑屋姚 约276米",114.2599,30.257126,995.6140225039716,39
534,534,534,534,534,2017-06-06 17:49:00,69,39,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距江家桥 约414米,距吴沌基 约441米",114.26105,30.247572,1068.0849765505209,39
535,535,535,535,535,2017-06-06 17:49:00,74,40,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距车湾吴 约513米,距青莲庵村 约674米",114.26087,30.238903000000004,964.1052475052319,40
536,536,536,536,536,2017-06-06 17:50:00,72,40,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距郑陈家 约181米,距上边袁 约555米",114.26096,30.230206,967.1022941796242,40
537,537,537,537,537,2017-06-06 17:51:00,84,40,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距后湾蔡 约211米,距上湾蔡 约440米",114.262405,30.221266,1003.7318400969823,40
538,538,538,538,538,2017-06-06 17:52:00,72,41,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距中湾蔡 约547米,距黄家 约635米",114.26465,30.211412,1116.7486634276893,41
539,539,539,539,539,2017-06-06 17:53:00,69,41,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距蔡洲罗 约209米,距水庙涂 约379米",114.26793,30.2033,955.4987462462677,41
540,540,540,540,540,2017-06-06 17:53:00,72,41,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距新屋罗 约296米,距田铺罗 约542米",114.27116399999998,30.195312,941.0326404574942,41
541,541,541,541,541,2017-06-06 17:54:00,70,42,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大屋余 约233米,距垸子余 约307米",114.272514,30.187113,920.8752192474393,42
542,542,542,542,542,2017-06-06 17:55:00,72,42,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距竹园余 约91米,距雷家湾 约165米",114.271355,30.178590000000003,954.2408771351088,42
543,543,543,543,543,2017-06-06 17:56:00,72,42,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距向家湾 约186米,距严长春 约284米",114.269356,30.169716,1005.2819044257196,42
544,544,544,544,544,2017-06-06 17:57:00,72,43,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距张李家 约314米,距曹李夏 约485米",114.26752,30.16142,939.2091156893413,43
545,545,545,545,545,2017-06-06 17:57:00,75,43,"ACC开,3D定位,天线正常","湖北省武汉市江夏区X009(法安线),距毛家 约322米,距左家 约449米",114.266716,30.152975,942.2187358524524,43
546,546,546,546,546,2017-06-06 17:58:00,72,43,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距横堤 约159米,距韩家三 约365米",114.26858,30.144398,970.4151150796292,43
547,547,547,547,547,2017-06-06 17:59:00,68,44,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距花山刘 约376米,距凤凰咀 约710米",114.27198,30.137094,875.5071066509173,44
548,548,548,548,548,2017-06-06 18:00:00,70,44,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距艾心田 约345米,距张文元 约625米",114.275635,30.129074,958.5555423373604,44
549,549,549,549,549,2017-06-06 18:01:00,68,44,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距王印孙 约590米,距艾鲁候 约741米",114.27758,30.121002,916.8524804038774,44
550,550,550,550,550,2017-06-06 18:01:00,73,45,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距蔡伯尼 约300米,距王印孙 约350米",114.277534,30.11252600000001,942.4999148441644,45
551,551,551,551,551,2017-06-06 18:02:00,70,45,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距新窑村 约622米,距张家 约720米",114.27693,30.104216,925.8559257249228,45
552,552,552,552,552,2017-06-06 18:03:00,71,45,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距将军畈 约187米,距张家 约334米",114.276306,30.09569500000001,949.3930025789958,45
553,553,553,553,553,2017-06-06 18:04:00,72,45,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距徐铁 约220米,距新屋高 约373米",114.27638,30.08715,950.1886627242758,45
554,554,554,554,554,2017-06-06 18:05:00,71,46,"ACC开,3D定位,天线正常","湖北省武汉市江夏区X011,距河垴小学 约254米,距向阳二村 约348米",114.278755,30.078815,954.5669720545836,46
555,555,555,555,555,2017-06-06 18:05:00,69,46,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距河垴幼儿园 约368米,距金味希望小学 约320米",114.282616,30.070482,998.2974662809577,46
556,556,556,556,556,2017-06-06 18:06:00,76,46,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距杜家 约457米,距路边高 约484米",114.28554,30.06225,957.6316205786619,46
557,557,557,557,557,2017-06-06 18:07:00,72,47,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距株桐梓 约269米,距光辉村 约557米",114.28578,30.05384,935.4358665739667,47
558,558,558,558,558,2017-06-06 18:08:00,71,47,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距张贺边 约457米,距许家桥 约677米",114.28339,30.04538,968.4280429983484,47
559,559,559,559,559,2017-06-06 18:09:00,72,47,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距郭家咀 约306米,距下方施 约782米",114.27958,30.037445,955.5159230957004,47
560,560,560,560,560,2017-06-06 18:09:00,69,48,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距下方施 约594米,距郭家咀 约765米",114.27706,30.02947600000001,918.720053606022,48
561,561,561,561,561,2017-06-06 18:10:00,68,48,"ACC开,3D定位,天线正常","湖北省武汉市江夏区,距大屋戈 约665米",114.27644,30.02138,902.2120512591937,48
562,562,562,562,562,2017-06-06 18:11:00,72,48,"ACC开,3D定位,天线正常",湖北省武汉市江夏区,114.27704,30.013002,933.3818285330974,48
563,563,563,563,563,2017-06-06 18:12:00,73,49,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距莱边湖 约657米",114.27771,30.004477,950.1308611138353,49
564,564,564,564,564,2017-06-06 18:13:00,71,49,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距李家海 约664米",114.2784,29.99594,951.5950432829887,49
565,565,565,565,565,2017-06-06 18:13:00,21,49,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距李家 约450米,距龙坑 约580米",114.27832,29.990189,639.5293350897838,49
566,566,566,566,566,2017-06-06 18:17:00,0,49,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距李家 约399米,距龙坑 约555米",114.278305,29.989690000000003,55.50514917793791,49
567,567,567,567,567,2017-06-06 18:20:00,0,49,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距李家 约399米,距龙坑 约555米",114.278305,29.989690000000003,0.0,49
568,568,568,568,568,2017-06-06 18:23:00,0,49,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距李家 约399米,距龙坑 约555米",114.278305,29.989690000000003,0.0,49
569,569,569,569,569,2017-06-06 18:27:00,0,49,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距李家 约399米,距龙坑 约555米",114.278305,29.989690000000003,0.0,49
570,570,570,570,570,2017-06-06 18:30:00,0,49,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距李家 约399米,距龙坑 约555米",114.278305,29.989690000000003,0.0,49
571,571,571,571,571,2017-06-06 18:31:00,0,49,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距李家 约281米,距龙坑 约504米",114.27834,29.988405,142.9254369897221,49
572,572,572,572,572,2017-06-06 18:32:00,65,49,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距李家 约338米,距郑家 约393米",114.27795,29.983702,524.2976849582999,49
573,573,573,573,573,2017-06-06 18:33:00,72,50,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距白竹山 约458米,距杨安 约659米",114.27563,29.975494,939.64598360099,50
574,574,574,574,574,2017-06-06 18:33:00,70,50,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距三门陈洪 约534米,距白竹山 约559米",114.27265,29.96745,939.3850183452932,50
575,575,575,575,575,2017-06-06 18:34:00,70,50,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距甘虎 约335米,距破塘 约373米",114.269684,29.95935200000001,944.7024355111374,50
576,576,576,576,576,2017-06-06 18:35:00,73,51,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距陈铁 约317米,距陈布司 约341米",114.265755,29.951626,938.7870925756982,51
577,577,577,577,577,2017-06-06 18:36:00,70,51,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区S78,距陈铁 约676米,距大田铺 约826米",114.260994,29.94415,949.4573195475881,51
578,578,578,578,578,2017-06-06 18:37:00,70,51,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距石板咀 约250米,距紫潭村 约250米",114.25635,29.936861,925.8214813228032,51
579,579,579,579,579,2017-06-06 18:37:00,74,51,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距咸安区公路段苗圃 约368米,距紫潭村 约754米",114.251465,29.929312,962.3928946148596,51
580,580,580,580,580,2017-06-06 18:38:00,69,52,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距武师咸宁分院农场 约686米,距咸安区公路段苗圃 约715米",114.24564,29.922338,957.3286968656233,52
581,581,581,581,581,2017-06-06 18:39:00,71,52,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距咸安区原种场 约438米,距果园场 约617米",114.2392,29.91589500000001,947.8890849211647,52
582,582,582,582,582,2017-06-06 18:40:00,70,52,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距果园场 约378米,距下屋叶家 约393米",114.23277,29.90936,955.0450733771304,52
583,583,583,583,583,2017-06-06 18:41:00,74,53,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距何家庄 约252米,距下屋叶家 约574米",114.22572,29.903322,955.2726476791264,53
584,584,584,584,584,2017-06-06 18:41:00,70,53,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区G4(京珠高速),距冯家 约303米,距大屋龙 约427米",114.21803,29.89854,912.261045501148,53
585,585,585,585,585,2017-06-06 18:42:00,69,53,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距余子豹 约35米,距李怀公 约259米",114.20973,29.89433,926.9917822015924,53
586,586,586,586,586,2017-06-06 18:43:00,69,54,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距高垴胡 约228米,距辜家 约467米",114.2017,29.890263,896.5249430328403,54
587,587,587,587,587,2017-06-06 18:44:00,61,54,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距长岭孙 约388米,距陈道 约664米",114.193634,29.885338,951.098959707031,54
588,588,588,588,588,2017-06-06 18:45:00,70,54,"ACC开,3D定位,天线正常","湖北省咸宁市咸安区,距杨基 约334米,距陈道 约375米",114.18691,29.879433,922.7077463342509,54
589,589,589,589,589,2017-06-06 18:45:00,65,55,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市,距刘家 约460米,距庙咀头 约491米",114.18042,29.873451,913.2424765627901,55
590,590,590,590,590,2017-06-06 18:46:00,67,55,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市,距咀上刘家 约539米,距周家 约664米",114.17542,29.867165000000004,849.116552624768,55
591,591,591,591,591,2017-06-06 18:47:00,60,55,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市,距马家 约241米,距咀上刘家 约394米",114.171104,29.860685,832.1044885000101,55
592,592,592,592,592,2017-06-06 18:48:00,63,55,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市,距钱家 约6米,距龚家湾 约164米",114.1668,29.854149,836.9413459950673,55
593,593,593,593,593,2017-06-06 18:49:00,66,56,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市,距挨山海李家 约322米,距老屋李家 约644米",114.161804,29.847897,845.8404418902505,56
594,594,594,594,594,2017-06-06 18:49:00,67,56,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市X044(嘉泉线),距海里彭家 约269米,距谢但 约476米",114.15583,29.841951,876.9968667578116,56
595,595,595,595,595,2017-06-06 18:50:00,64,56,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市,距袁家湾 约491米,距山启钱家 约610米",114.14988999999998,29.836031,872.6853994327664,56
596,596,596,596,596,2017-06-06 18:51:00,66,57,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市,距独山 约235米,距新庄钱家 约447米",114.14328,29.8305,885.8763939632566,57
597,597,597,597,597,2017-06-06 18:52:00,59,57,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市G4(京珠高速),距汪塘 约326米,距新庄钱家 约391米",114.13613,29.826464,822.8697338984441,57
598,598,598,598,598,2017-06-06 18:53:00,65,57,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市G4(京珠高速),距方家 约154米,距南溪桥李家 约293米",114.12821,29.822485,882.8873045539275,57
599,599,599,599,599,2017-06-06 18:53:00,69,57,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市G4(京珠高速),距粟米塘 约89米,距石壁山 约456米",114.11935,29.818798,947.973765403795,57
600,600,600,600,600,2017-06-06 18:54:00,68,58,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市G4(京珠高速),距牛奶坟 约531米,距粟米塘 约827米",114.11034,29.816662,901.0974794616632,58
601,601,601,601,601,2017-06-06 18:55:00,64,58,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市G4(京珠高速),距长虹张家 约426米,距邹家 约442米",114.102036,29.8145,836.4310680294376,58
602,602,602,602,602,2017-06-06 18:56:00,65,58,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市G4(京珠高速),距飞山王家 约269米,距曾李家 约333米",114.09366,29.81126,884.7781265587384,58
603,603,603,603,603,2017-06-06 18:57:00,68,59,"ACC开,3D定位,天线正常","湖北省咸宁市赤壁市,距刘家山 约293米,距曾李家 约592米",114.08461,29.809048,907.1392017758948,59
